Country,Group_Technology,Technology,RE_or_Non_RE,Year,Electricity_Installed_Capacity__MW_
Slovakia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,32.0
Slovakia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,32.5
Slovakia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,32.5
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,1606.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,1608.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,1607.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,1612.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,1611.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,1613.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,1615.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,1616.0
Slovakia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,1616.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2015,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2016,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2017,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2018,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2019,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2020,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2021,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2022,688.0
Slovenia,Nuclear,Nuclear,Total Non-Renewable,2023,688.0
Slovenia,Bioenergy,Biogas,Total Renewable,2015,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2016,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2017,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2018,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2019,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2020,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2021,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2022,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2023,5.8
Slovenia,Bioenergy,Biogas,Total Renewable,2015,25.2
Slovenia,Bioenergy,Biogas,Total Renewable,2016,22.2
Slovenia,Bioenergy,Biogas,Total Renewable,2017,20.6
Slovenia,Bioenergy,Biogas,Total Renewable,2018,20.2
Slovenia,Bioenergy,Biogas,Total Renewable,2019,18.2
Slovenia,Bioenergy,Biogas,Total Renewable,2020,23.546
Slovenia,Bioenergy,Biogas,Total Renewable,2021,23.2
Slovenia,Bioenergy,Biogas,Total Renewable,2022,23.2
Slovenia,Bioenergy,Biogas,Total Renewable,2023,23.2
Slovenia,Bioenergy,Biogas,Total Renewable,2015,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2016,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2017,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2018,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2019,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2020,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2021,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2022,1.0
Slovenia,Bioenergy,Biogas,Total Renewable,2023,1.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2015,30.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2016,30.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2017,33.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2018,32.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2019,34.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2020,35.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2021,36.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2022,36.0
Slovenia,Bioenergy,Solid biofuels,Total Renewable,2023,65.0
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2015,1.0
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2016,1.0
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2017,1.4
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2018,1.4
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2019,1.4
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2020,1.4
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2021,1.4
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2022,1.4
Slovenia,Bioenergy,Liquid biofuels,Total Renewable,2023,1.4
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2015,3.0
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2016,3.0
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2017,3.3
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2018,3.3
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2019,3.3
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2020,3.3
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2021,3.328
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2022,3.328
Slovenia,Wind energy,Onshore wind energy,Total Renewable,2023,3.328
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,1068.0
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,1256.0
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,1268.253
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,1452.25
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,1449.675
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,1447.721
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,1506.471
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,1502.105
Slovenia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,1640.105
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2015,239.0
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2016,232.0
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2017,246.8
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2018,246.8
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2019,277.877
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2020,369.78
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2021,461.164
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2022,626.164
Slovenia,Solar energy,Solar photovoltaic,Total Renewable,2023,1034.164
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2015,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2016,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2017,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2018,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2019,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2020,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2021,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2022,180.0
Slovenia,Pumped storage,Pumped storage,Total Non-Renewable,2023,180.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,2.0
Slovenia,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,2.0
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,1115.0
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,1113.0
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,1166.629
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,1163.425
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,1170.716
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,1171.863
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,1172.063
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,1166.05
Slovenia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,1162.05
Spain,Nuclear,Nuclear,Total Non-Renewable,2015,7399.0
Spain,Nuclear,Nuclear,Total Non-Renewable,2016,7399.0
Spain,Nuclear,Nuclear,Total Non-Renewable,2017,7117.29
Spain,Nuclear,Nuclear,Total Non-Renewable,2018,7117.29
Spain,Nuclear,Nuclear,Total Non-Renewable,2019,7117.29
Spain,Nuclear,Nuclear,Total Non-Renewable,2020,7117.29
Spain,Nuclear,Nuclear,Total Non-Renewable,2021,7117.29
Spain,Nuclear,Nuclear,Total Non-Renewable,2022,7117.29
Spain,Nuclear,Nuclear,Total Non-Renewable,2023,7117.0
Spain,Bioenergy,Biogas,Total Renewable,2015,96.0
Spain,Bioenergy,Biogas,Total Renewable,2016,98.0
Spain,Bioenergy,Biogas,Total Renewable,2017,105.0
Spain,Bioenergy,Biogas,Total Renewable,2018,106.0
Spain,Bioenergy,Biogas,Total Renewable,2019,105.0
Spain,Bioenergy,Biogas,Total Renewable,2020,105.0
Spain,Bioenergy,Biogas,Total Renewable,2021,105.0
Spain,Bioenergy,Biogas,Total Renewable,2022,105.0
Spain,Bioenergy,Biogas,Total Renewable,2023,105.0
Spain,Bioenergy,Biogas,Total Renewable,2015,95.235
Spain,Bioenergy,Biogas,Total Renewable,2016,94.815
Spain,Bioenergy,Biogas,Total Renewable,2017,93.107
Spain,Bioenergy,Biogas,Total Renewable,2018,97.92
Spain,Bioenergy,Biogas,Total Renewable,2019,107.699
Spain,Bioenergy,Biogas,Total Renewable,2020,110.411
Spain,Bioenergy,Biogas,Total Renewable,2021,112.06
Spain,Bioenergy,Biogas,Total Renewable,2022,112.57
Spain,Bioenergy,Biogas,Total Renewable,2023,112.57
Spain,Bioenergy,Biogas,Total Renewable,2015,54.0
Spain,Bioenergy,Biogas,Total Renewable,2016,55.0
Spain,Bioenergy,Biogas,Total Renewable,2017,53.0
Spain,Bioenergy,Biogas,Total Renewable,2018,54.0
Spain,Bioenergy,Biogas,Total Renewable,2019,54.0
Spain,Bioenergy,Biogas,Total Renewable,2020,54.0
Spain,Bioenergy,Biogas,Total Renewable,2021,54.0
Spain,Bioenergy,Biogas,Total Renewable,2022,54.0
Spain,Bioenergy,Biogas,Total Renewable,2023,54.0
Spain,Bioenergy,Solid biofuels,Total Renewable,2015,672.441
Spain,Bioenergy,Solid biofuels,Total Renewable,2016,672.441
Spain,Bioenergy,Solid biofuels,Total Renewable,2017,672.441
Spain,Bioenergy,Solid biofuels,Total Renewable,2018,672.441
Spain,Bioenergy,Solid biofuels,Total Renewable,2019,718.441
Spain,Bioenergy,Solid biofuels,Total Renewable,2020,867.854
Spain,Bioenergy,Solid biofuels,Total Renewable,2021,867.182
Spain,Bioenergy,Solid biofuels,Total Renewable,2022,867.182
Spain,Bioenergy,Solid biofuels,Total Renewable,2023,867.182
Spain,Bioenergy,Liquid biofuels,Total Renewable,2018,6.412
Spain,Bioenergy,Liquid biofuels,Total Renewable,2019,6.412
Spain,Bioenergy,Liquid biofuels,Total Renewable,2020,6.412
Spain,Bioenergy,Liquid biofuels,Total Renewable,2021,6.412
Spain,Bioenergy,Liquid biofuels,Total Renewable,2022,6.412
Spain,Bioenergy,Liquid biofuels,Total Renewable,2023,6.412
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2015,117.0
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2016,117.0
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2017,121.0
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2018,120.676
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2019,120.676
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2020,120.676
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2021,133.466
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2022,133.466
Spain,Bioenergy,Renewable municipal waste,Total Renewable,2023,133.466
Spain,Wind energy,Onshore wind energy,Total Renewable,2015,22938.0
Spain,Wind energy,Onshore wind energy,Total Renewable,2016,22985.0
Spain,Wind energy,Onshore wind energy,Total Renewable,2017,23119.479
Spain,Wind energy,Onshore wind energy,Total Renewable,2018,23400.055
Spain,Wind energy,Onshore wind energy,Total Renewable,2019,25585.076
Spain,Wind energy,Onshore wind energy,Total Renewable,2020,26814.19
Spain,Wind energy,Onshore wind energy,Total Renewable,2021,27902.651
Spain,Wind energy,Onshore wind energy,Total Renewable,2022,30108.764
Spain,Wind energy,Onshore wind energy,Total Renewable,2023,31020.764
Spain,Wind energy,Offshore wind energy,Total Renewable,2015,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2016,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2017,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2018,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2019,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2020,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2021,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2022,5.0
Spain,Wind energy,Offshore wind energy,Total Renewable,2023,7.0
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,48094.229
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,47195.649
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,45240.357
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,44833.375
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,44414.41
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,40336.296
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,38316.721
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,38008.297
Spain,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,38001.297
Spain,Solar energy,Solar photovoltaic,Total Renewable,2015,27.0
Spain,Solar energy,Solar photovoltaic,Total Renewable,2016,26.0
Spain,Solar energy,Solar photovoltaic,Total Renewable,2017,27.0
Spain,Solar energy,Solar photovoltaic,Total Renewable,2018,32.907
Spain,Solar energy,Solar photovoltaic,Total Renewable,2019,35.182
Spain,Solar energy,Solar photovoltaic,Total Renewable,2020,35.166
Spain,Solar energy,Solar photovoltaic,Total Renewable,2021,36.797
Spain,Solar energy,Solar photovoltaic,Total Renewable,2022,36.797
Spain,Solar energy,Solar photovoltaic,Total Renewable,2023,36.797
Spain,Solar energy,Solar photovoltaic,Total Renewable,2015,4677.0
Spain,Solar energy,Solar photovoltaic,Total Renewable,2016,4687.0
Spain,Solar energy,Solar photovoltaic,Total Renewable,2017,4696.0
Spain,Solar energy,Solar photovoltaic,Total Renewable,2018,4730.7
Spain,Solar energy,Solar photovoltaic,Total Renewable,2019,8772.015
Spain,Solar energy,Solar photovoltaic,Total Renewable,2020,10100.422
Spain,Solar energy,Solar photovoltaic,Total Renewable,2021,13678.399
Spain,Solar energy,Solar photovoltaic,Total Renewable,2022,23274.464
Spain,Solar energy,Solar photovoltaic,Total Renewable,2023,28675.464
Spain,Solar energy,Solar thermal energy,Total Renewable,2015,2304.063
Spain,Solar energy,Solar thermal energy,Total Renewable,2016,2304.063
Spain,Solar energy,Solar thermal energy,Total Renewable,2017,2304.063
Spain,Solar energy,Solar thermal energy,Total Renewable,2018,2304.063
Spain,Solar energy,Solar thermal energy,Total Renewable,2019,2304.013
Spain,Solar energy,Solar thermal energy,Total Renewable,2020,2304.013
Spain,Solar energy,Solar thermal energy,Total Renewable,2021,2304.013
Spain,Solar energy,Solar thermal energy,Total Renewable,2022,2304.013
Spain,Solar energy,Solar thermal energy,Total Renewable,2023,2304.013
Spain,Marine energy,Marine energy,Total Renewable,2015,0.296
Spain,Marine energy,Marine energy,Total Renewable,2016,4.796
Spain,Marine energy,Marine energy,Total Renewable,2017,4.796
Spain,Marine energy,Marine energy,Total Renewable,2018,4.796
Spain,Marine energy,Marine energy,Total Renewable,2019,4.796
Spain,Marine energy,Marine energy,Total Renewable,2020,4.796
Spain,Marine energy,Marine energy,Total Renewable,2021,4.796
Spain,Marine energy,Marine energy,Total Renewable,2022,4.796
Spain,Marine energy,Marine energy,Total Renewable,2023,4.796
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2015,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2016,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2017,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2018,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2019,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2020,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2021,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2022,3331.4
Spain,Pumped storage,Pumped storage,Total Non-Renewable,2023,3331.4
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,221.095
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,221.095
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,225.095
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,224.67
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,224.67
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,224.67
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,237.46
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,237.46
Spain,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,237.46
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2015,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2016,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2017,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2018,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2019,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2020,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2021,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2022,3081.63
Spain,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2023,3081.63
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,13639.97
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,13666.97
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,13665.97
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,13666.542
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,13700.637
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,13703.562
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,13719.338
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,13724.063
Spain,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,13727.063
Sweden,Nuclear,Nuclear,Total Non-Renewable,2015,9688.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2016,9768.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2017,8999.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2018,8656.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2019,8624.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2020,7777.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2021,6899.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2022,6901.0
Sweden,Nuclear,Nuclear,Total Non-Renewable,2023,6901.0
Sweden,Bioenergy,Biogas,Total Renewable,2015,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2016,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2017,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2018,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2019,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2020,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2021,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2022,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2023,0.2
Sweden,Bioenergy,Biogas,Total Renewable,2015,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2016,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2017,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2018,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2019,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2020,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2021,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2022,0.9
Sweden,Bioenergy,Biogas,Total Renewable,2023,0.9
Sweden,Bioenergy,Solid biofuels,Total Renewable,2015,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2016,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2017,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2018,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2019,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2020,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2021,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2022,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2023,2.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2015,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2016,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2017,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2018,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2019,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2020,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2021,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2022,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2023,154.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2015,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2016,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2017,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2018,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2019,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2020,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2021,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2022,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2023,559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2015,2985.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2016,3054.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2017,2991.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2018,3203.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2019,3119.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2020,2227.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2021,2378.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2022,2559.0
Sweden,Bioenergy,Solid biofuels,Total Renewable,2023,2559.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2015,576.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2016,515.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2017,547.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2018,535.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2019,895.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2020,895.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2021,895.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2022,895.0
Sweden,Bioenergy,Liquid biofuels,Total Renewable,2023,895.0
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2015,438.0
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2016,563.5
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2017,567.0
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2018,565.5
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2019,567.5
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2020,622.5
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2021,386.0
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2022,335.5
Sweden,Bioenergy,Renewable municipal waste,Total Renewable,2023,335.5
Sweden,Wind energy,Onshore wind energy,Total Renewable,2015,5606.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2016,6232.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2017,6408.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2018,7097.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2019,8478.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2020,9773.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2021,11923.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2022,14086.0
Sweden,Wind energy,Onshore wind energy,Total Renewable,2023,16059.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2015,213.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2016,203.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2017,203.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2018,203.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2019,203.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2020,203.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2021,193.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2022,193.0
Sweden,Wind energy,Offshore wind energy,Total Renewable,2023,193.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,2516.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,1892.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,1863.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,2632.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,2287.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,4119.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,3760.0
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,3757.0
